clientCode,family,consumo2020,consumo2021,consumo2022,consumo2023,fDato,ventas2020,ventas2021,ventas2022,ventas2023,"competidores","comentarios"
91067,ESTIRENO,400.000,416.000,378.560,329.347,01/03/2024,97.380,95.520,74.280,25.200,"",""
91067,GLICOLES,450.000,459.000,559.000,553.410,01/03/2024,406.220,364.080,559.120,142.920,"",""
91083,POLIOLES,13500.000,13500.000,13500.000,13500.000,01/03/2024,,,,23.980,"Todos",""
91115,GLICOLES,1200.000,1200.000,1200.000,1200.000,01/03/2024,,,,,"DOW INEOS BASF",""
91138,POLIOLES,,,,155.600,01/03/2024,,,,155.600,"Shell, SKC",""
91175,ESTIRENO,300.000,300.000,300.000,300.000,01/03/2024,,58.760,,,"Shell",""
91175,GLICOLES,300.000,300.000,300.000,300.000,01/03/2024,,,6.000,,"Ineos",""
91179,POLIOLES,1000.000,1000.000,6.000,,01/03/2024,24.200,171.060,,,"Todos",""
91185,POLIOLES,2300.000,2000.000,1800.000,1600.000,01/03/2024,1108.920,805.100,491.880,177.900,"DOW, BASF, SHELL, COVESTRO, corea y china",""
91194,POLIOLES,,23.900,,,01/03/2024,,23.900,,,"",""
91233,GLICOLES,,22.000,,,01/03/2024,,22.000,,,"",""
91295,POLIOLES,23.760,30.860,7.040,0.000,01/03/2024,23.760,30.860,7.040,,"",""
91324,GLICOLES,,49.280,,100.000,01/03/2024,,49.280,,24.800,"",""
91346,ESTIRENO,,,,46.000,01/03/2024,,,,46.200,"",""
91361,POLIOLES,238.460,6000.000,5000.000,5000.000,01/03/2024,238.460,57.960,241.080,47.780,"Todos",""
91379,ESTIRENO,,,157.320,5000.000,01/03/2024,,,157.320,154.900,"",""
91405,POLIOLES,88.480,,,500.000,01/03/2024,88.480,,,,"",""
91446,ESTIRENO,3657.940,5250.440,1639.080,,01/03/2024,3657.940,5250.440,1639.080,,"",""
91517,GLICOLES,198.000,198.000,132.000,219.000,01/03/2024,198.000,198.000,132.000,219.000,"",""
91517,POLIOLES,2000.000,2200.000,2200.000,2200.000,01/03/2024,191.420,32.000,71.520,48.760,"",""
91533,POLIOLES,12000.000,12000.000,,,01/03/2024,20.000,,,,"",""
91534,GLICOLES,600.000,700.000,700.000,700.000,01/03/2024,528.500,513.320,508.880,441.640,"Ineos , Brenntag",""
91535,GLICOLES,400.000,250.000,250.000,300.000,01/03/2024,159.180,159.720,99.660,164.320,"Brenntag",""
91540,POLIOLES,900.000,967.500,65523.938,58971.544,01/03/2024,231.740,193.120,383.680,432.340,"",""
91543BJ,POLIOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,,,44.760,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91543CV,POLIOLES,500.000,500.000,400.000,350.000,01/03/2024,18.000,20.000,,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91543CM,POLIOLES,2500.000,2500.000,2500.000,3000.000,01/03/2024,154.180,,67.180,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91543CI,POLIOLES,3500.000,3500.000,4000.000,6000.000,01/03/2024,,,,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91543BIS,POLIOLES,2500.000,2500.000,2000.000,1500.000,01/03/2024,,,82.280,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91543SG,POLIOLES,2000.000,2000.000,2000.000,3000.000,01/03/2024,,89.180,89.820,,"DOW, COVESTRO, SHELL , koreanos","mercado total pais"
91570,GLICOLES,200.000,100.000,132.000,200.000,01/03/2024,71.700,91.900,132.000,154.000,"Dow, Ineos",""
91663,ESTIRENO,100.000,120.000,60.000,80.000,01/03/2024,81.460,99.400,59.600,80.000,"",""
91675,POLIOLES,1500.000,1666.000,2000.000,2000.000,01/03/2024,47.820,238.160,238.780,166.920,"Compra a todos pero los mayoritarios: DOW (QD) y SHELL",""
91677,GLICOLES,,82.420,316.560,550000.000,01/03/2024,,82.420,316.560,54.000,"","mercado total EEUU"
91727AL,POLIOLES,1181.000,1892.423,291.380,2000.000,01/03/2024,514.440,335.460,291.380,,"",""
91727CY,POLIOLES,1600.000,1200.000,75.000,500.000,01/03/2024,,17.600,70.400,17.600,"DOW, LYONDELL, Traders",""
91727,ESTIRENO,1500.000,1892.423,1285.000,2000.000,01/03/2024,1180.920,1892.423,1285.000,1580.440,"DOW, COVESTRO, SHELL","mercado total estireno quitando a RAVAGO(Monotez - contrato RAVAGO)"
91727,GLICOLES,400.000,400.000,74.920,420.000,01/03/2024,291.940,184.680,74.920,69.960,"COVESTRO","incluso 3000 toneladas de industria tabacalera - No go por parte de REPSOL"
91727,POLIOLES,8500.000,8500.000,1195.000,8000.000,01/03/2024,530.780,551.700,1194.720,858.880,"DOW, COVESTRO, SHELL",""
91729,GLICOLES,150.000,150.000,150.000,150.000,01/03/2024,,,49.940,48.180,"",""
91737,POLIOLES,5500.000,6000.000,5000.000,5000.000,01/03/2024,501.260,546.200,755.160,606.460,"Covestro, Basf, Shell, Dow",""
91760,ESTIRENO,350.000,500.000,500.000,525.000,01/03/2024,308.340,453.520,451.700,503.520,"Shell",""
91763,GLICOLES,250.000,25.000,71.280,50.000,01/03/2024,47.380,24.680,71.280,,"Ineos",""
91763,POLIOLES,2500.000,2700.000,600.000,1200.000,01/03/2024,5.000,,,23.000,"Shell, Basf, Covestro, jahua",""
91772,ESTIRENO,334.000,958.580,872.308,2200.000,01/03/2024,333.880,958.580,333.440,1247.780,"Repsol unico suministrador",""
91782,ESTIRENO,300.000,312.000,283.920,247.010,01/03/2024,48.460,119.200,72.400,23.800,"Traders",""
91788,POLIOLES,22.100,,600.000,500.000,01/03/2024,22.100,,,44.740,"",""
91809,GLICOLES,5000.000,5000.000,5000.000,5000.000,01/03/2024,24.780,98.400,49.560,121.080,"DOW INEOS Lyondell",""
91826,GLICOLES,450.000,459.000,440.640,436.234,01/03/2024,99.360,168.060,,24.580,"Traders",""
91826,POLIOLES,300.000,322.500,299.925,291.700,01/03/2024,48.580,72.720,147.860,291.700,"Covestro",""
91827,POLIOLES,23.720,,,,01/03/2024,23.720,,,,"",""
91848,GLICOLES,3000.000,3000.000,3000.000,1500.000,01/03/2024,,1.760,,,"DOW, COVESTRO, Koreanso, Chinos",""
91848,POLIOLES,1500.000,1500.000,1500.000,3000.000,01/03/2024,,,17.600,,"DOW, COVESTRO, Koreanso, Chinos",""
91853,GLICOLES,250.000,250.000,198.000,300.000,01/03/2024,225.240,155.780,198.000,200.140,"Ineos",""
91854,ESTIRENO,42000.000,39000.000,3900.000,42000.000,01/03/2024,360.860,1155.580,1166.620,1.880,"Shell, Synthomer",""
91854,GLICOLES,350.000,650.000,650.000,650.000,01/03/2024,47.880,168.120,172.720,114.080,"SKC",""
91854,POLIOLES,1800.000,1800.000,1800.000,1200.000,01/03/2024,68.620,74.160,,22.000,"Rokita, Shell",""
91865,ESTIRENO,400.000,457.060,574.480,499.798,01/03/2024,171.140,457.060,574.480,120.380,"Traders",""
91865,GLICOLES,200.000,204.000,195.840,193.882,01/03/2024,22.840,43.820,47.460,71.980,"Ineos",""
91880,GLICOLES,1000.000,1000.000,,,01/03/2024,133.240,,,,"LYONDELL, INEOS, DOW",""
91885,ESTIRENO,500.000,500.000,597.080,572.000,01/03/2024,405.240,476.080,597.080,571.760,"",""
91888,GLICOLES,750.000,1000.000,1000.000,1000.000,01/03/2024,,,,,"SKC DOW INEOS",""
91913,POLIOLES,2200.000,2365.000,2199.450,1979.505,01/03/2024,485.840,687.400,784.020,701.320,"Covestro, Dow",""
91938,POLIOLES,1000.000,1000.000,1000.000,,01/03/2024,3.000,,,,"DOW, COVESTRO, SHELL",""
91952,POLIOLES,700.000,700.000,,,01/03/2024,,,,,"Huntsman",""
91952,GLICOLES,1.000,1.000,700.000,700.000,01/03/2024,,,,,"Huntsman",""
91953,GLICOLES,,,36.000,200.000,01/03/2024,,,36.000,,"",""
91959,GLICOLES,240.280,44.000,44.000,,01/03/2024,240.280,43.760,,,"",""
91961,POLIOLES,5.060,12.320,16.000,15.840,01/03/2024,5.060,12.320,15.620,15.840,"DOW",""
91964,GLICOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,672.920,429.080,412.760,410.540,"INEOS",""
91980,GLICOLES,3000.000,3000.000,3000.000,3000.000,01/03/2024,100.400,26.060,229.120,,"BASF INEOS",""
92008,ESTIRENO,500.000,600.000,600.000,,01/03/2024,,,,,"Todos","ya no esta en el negocio de estireno"
92016,GLICOLES,273.120,392.380,342.220,700.000,01/03/2024,273.120,392.380,342.220,343.820,"",""
92018,GLICOLES,50.000,100.000,100.000,100.000,01/03/2024,,17.600,,,"",""
92037,GLICOLES,100.000,50.000,50.000,100.000,01/03/2024,47.760,,23.920,,"Shell",""
92040,POLIOLES,200.000,100.000,100.000,100.000,01/03/2024,38.880,22.760,19.720,79.280,"Basf, Covestro",""
92045,POLIOLES,800.000,860.000,799.800,719.820,01/03/2024,181.900,58.480,,49.040,"Chimcomplex",""
92070,POLIOLES,1500.000,2000.000,2200.000,2200.000,01/03/2024,59.320,,166.820,23.820,"DOW, BASF, SHELL COVESTRO",""
92077,POLIOLES,300.000,300.000,300.000,300.000,01/03/2024,40.000,45.000,10.000,30.000,"BASF",""
92080,POLIOLES,600.000,350.000,,,01/03/2024,39.900,,,,"BASF",""
92089,GLICOLES,250.000,250.000,24.180,150.000,01/03/2024,97.520,,24.180,,"Todos",""
92092,POLIOLES,8000.000,6670.000,6600.000,4500.000,01/03/2024,220.520,1068.080,1271.780,808.080,"covestro, Dow, BASF",""
92112,GLICOLES,49.000,24.280,1272.000,,01/03/2024,49.020,24.280,,,"Brenntag",""
92133,POLIOLES,,90.320,,1600.000,01/03/2024,,90.320,,,"",""
92146,POLIOLES,700.000,1000.000,1000.000,1000.000,01/03/2024,239.100,505.080,214.720,,"DOW",""
92150,POLIOLES,1000.000,1000.000,800.000,700.000,01/03/2024,238.460,310.980,285.820,239.540,"ROKITA, CHIMCOMPLEX,SHELL",""
92156,POLIOLES,50.000,50.000,50.000,4200.000,01/03/2024,,2.000,3.440,13.960,"covestro",""
92162,POLIOLES,1375.000,400.000,150.000,150.000,01/03/2024,417.000,,36.000,87.000,"Sadara",""
92169,POLIOLES,,,39.800,600.000,01/03/2024,,,39.800,164.460,"",""
92170,POLIOLES,900.000,900.000,900.000,900.000,01/03/2024,45.920,46.180,22.960,46.320,"",""
92182,POLIOLES,450.000,250.000,250.000,250.000,01/03/2024,96.800,150.400,179.000,228.000,"Wanhua",""
92189,GLICOLES,6500.000,7000.000,7000.000,6500.000,01/03/2024,3390.400,2442.320,2983.580,1693.800,"DOW INEOS ",""
92195,GLICOLES,124.000,122.000,122.000,111.820,01/03/2024,123.680,121.820,97.900,111.820,"Brenntag",""
92210,ESTIRENO,900.000,750.000,750.000,500.000,01/03/2024,,,271.140,224.660,"Helm",""
92221,POLIOLES,13000.000,13000.000,11500.000,10000.000,01/03/2024,44.160,,,,"DOW, BASF, SHELL, COVESTRO",""
92223,POLIOLES,135.640,179.600,,,01/03/2024,135.640,179.600,,,"DOW, BASF, SHELL, COVESTRO","ver GLOBE CHEMICAL Mexico"
92227,GLICOLES,500.000,500.000,,,01/03/2024,80.020,,,,"",""
92227_01MA,POLIOLES,1500.000,1500.000,,1000.000,01/03/2024,146.000,,,,"Lyondell ",""
92227,POLIOLES,500.000,500.000,600.000,30.000,01/03/2024,15.000,15.000,30.000,30.000,"",""
92229,GLICOLES,13.000,18.260,18.000,6.820,01/03/2024,12.540,18.260,6.600,6.820,"",""
92233,GLICOLES,400.000,1000.000,2400.000,2500.000,01/03/2024,310.260,747.840,1860.620,1291.560,"Ineos",""
92234,GLICOLES,2000.000,2000.000,2000.000,1500.000,01/03/2024,430.340,119.500,,95.360,"INEOS, LYONDELL",""
92252,POLIOLES,1.000,98.940,0.978,0.880,01/03/2024,,98.940,,,"Repsol unico suministrador",""
92255SON,ESTIRENO,3838.000,3828.580,3031.000,3500.000,01/03/2024,3838.320,3828.580,3030.820,2949.040,"",""
92255_00FI,ESTIRENO,,,1418.880,6000.000,01/03/2024,,,1418.880,2476.640,"",""
92273,ESTIRENO,450.000,450.000,400.000,400.000,01/03/2024,235.700,313.700,205.460,116.900,"",""
92309,POLIOLES,250.000,200.000,200.000,200.000,01/03/2024,,4.400,5.280,10.560,"Dow",""
92312,POLIOLES,143.480,,,3000.000,01/03/2024,143.480,,,,"",""
92319,POLIOLES,1300.000,1150.000,,1000.000,01/03/2024,930.320,148.260,,,"","ya no es parte del grupo TREVES- son independientes. Debe ser como cuenta 13442"
92324,POLIOLES,14.000,14.000,14.000,5.280,01/03/2024,,,0.880,5.280,"Dow",""
92326,POLIOLES,15.000,10.000,10.000,5.000,01/03/2024,,3.960,2.420,5.280,"Dow",""
92336,POLIOLES,100.000,100.000,100.000,50.000,01/03/2024,22.000,22.000,22.000,,"Oltchim",""
92348,POLIOLES,2600.000,3600.000,2500.000,2000.000,01/03/2024,,114.180,260.520,,"Jahua, hunstman",""
92352,POLIOLES,230.000,247.250,229.943,206.948,01/03/2024,39.700,20.020,48.660,24.200,"Repsol unico suministrador ahsta 2019",""
92357_00DU,GLICOLES,,,10.000,9000.000,01/03/2024,,,10.000,,"",""
92357_04MO,GLICOLES,,,29.680,1000.000,01/03/2024,,,29.680,,"",""
92374,POLIOLES,2.000,,,,01/03/2024,1.760,,,,"",""
92385,GLICOLES,106.000,106.000,100.000,150.000,01/03/2024,105.600,105.600,35.200,,"DOW, LYONDELL",""
92389,POLIOLES,150000.000,130000.000,120000.000,110000.000,01/03/2024,198.480,157.180,44.660,,"","mercado total Brasil"
92391,POLIOLES,750.000,750.000,650.000,600.000,01/03/2024,44.200,,,,"DOW, BASF, SHELL, COVESTRO",""
92393,POLIOLES,500.000,500.000,500.000,500.000,01/03/2024,44.120,,89.420,,"",""
92403,POLIOLES,500.000,900.000,900.000,450.000,01/03/2024,325.540,512.480,487.560,315.540,"Shell,Dow",""
92421,GLICOLES,300.000,300.000,300.000,300.000,01/03/2024,145.780,23.980,,99.080,"Todos",""
92422,GLICOLES,500.000,500.000,500.000,500.000,01/03/2024,244.660,246.320,,24.660,"INEOS",""
92423,GLICOLES,200.000,100.000,100.000,100.000,01/03/2024,68.020,87.860,68.400,65.360,"llyondell",""
92426,ESTIRENO,3100.000,3224.000,2933.840,2552.441,01/03/2024,1522.700,1639.700,1098.600,1236.500,"Versalis",""
92426,GLICOLES,1400.000,1428.000,1370.880,1357.171,01/03/2024,539.020,505.080,594.580,426.960,"Dow, Ineos",""
92431,POLIOLES,400.000,430.000,399.900,456.100,01/03/2024,1.000,190.460,360.800,456.100,"Dow",""
92438,POLIOLES,2000.000,2000.000,2000.000,2000.000,01/03/2024,25.500,120.240,168.680,24.460,"",""
92443,GLICOLES,4000.000,5000.000,6000.000,5000.000,01/03/2024,322.380,,,,"Todos",""
92450,ESTIRENO,2200.000,2200.000,2200.000,2200.000,01/03/2024,,297.620,124.460,,"",""
92457,POLIOLES,2600.000,2600.000,2600.000,2600.000,01/03/2024,26.840,17.820,,,"Huntsman",""
92461,10HA,GLICOLES,24.000,,47.000,143.860,01/03/2024,,,,143.860,"",""
92461,03MO,GLICOLES,1200.000,1200.000,1200.000,1200.000,01/03/2024,23.900,20.900,46.740,52.440,"",""
92461,ESTIRENO,,23.700,,1200.000,01/03/2024,,23.700,,,"",""
92461,GLICOLES,3500.000,4000.000,4000.000,4000.000,01/03/2024,953.240,1795.680,1822.960,1416.160,"Ineos",""
92465,ESTIRENO,25000.000,44000.000,50000.000,30000.000,01/03/2024,12498.944,17999.011,22698.690,17499.104,"",""
92466,GLICOLES,800.000,800.000,248.000,600.000,01/03/2024,600.560,430.580,247.960,301.280,"",""
92469,GLICOLES,200.000,200.000,,200.000,01/03/2024,48.100,52.560,,,"",""
92472,GLICOLES,500.000,500.000,20.000,,01/03/2024,299.260,139.300,19.920,,"Todos",""
92480,GLICOLES,8000.000,8800.000,8800.000,8000.000,01/03/2024,,,4.000,2.000,"Dow",""
92481,GLICOLES,7000.000,7700.000,33000.000,36000.000,01/03/2024,,24.000,,,"Dow",""
92484,GLICOLES,30.000,30.000,30.000,26.400,01/03/2024,17.600,26.400,26.400,26.400,"",""
92487,GLICOLES,200.000,200.000,200.000,150.000,01/03/2024,68.640,131.880,137.280,18.840,"",""
92494,GLICOLES,300.000,350.000,350.000,350.000,01/03/2024,192.980,130.540,236.420,128.240,"DOW INEOS Lyondell",""
92496,GLICOLES,3000.000,3000.000,3000.000,3000.000,01/03/2024,21.960,21.760,,,"BASF INEOS",""
92507,POLIOLES,89000.000,97900.000,,,01/03/2024,40.020,,,,"",""
92509,GLICOLES,1000.000,1000.000,800.000,800.000,01/03/2024,288.220,171.460,72.340,74.180,"BASF INEOS",""
92518,POLIOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,140.000,384.000,196.000,288.000,"",""
92522,GLICOLES,35.000,35.000,35.000,,01/03/2024,,,,,"",""
92527,POLIOLES,3000.000,3000.000,3500.000,3500.000,01/03/2024,888.020,962.400,922.860,975.480,"",""
92528SH,GLICOLES,152.740,,44.000,250.000,01/03/2024,152.740,,43.980,,"",""
92528,GLICOLES,,22.000,,,01/03/2024,,21.960,,,"",""
92528KAO,GLICOLES,66.000,,,,01/03/2024,65.800,,,,"",""
92529,POLIOLES,1000.000,1700.000,600.000,750.000,01/03/2024,169.460,238.440,262.800,165.320,"Huntsman",""
92554,ESTIRENO,10000.000,35000.000,35000.000,,01/03/2024,,,,,"Sabic",""
92560,ESTIRENO,1300.000,3000.000,3000.000,1200.000,01/03/2024,,,,,"Sabic",""
92561,ESTIRENO,311.000,300.000,200.000,,01/03/2024,310.920,,,,"",""
92561,GLICOLES,289.000,134.200,100.000,250.000,01/03/2024,289.000,134.200,,,"",""
92573,GLICOLES,600.000,500.000,500.000,500.000,01/03/2024,417.660,344.680,405.280,197.520,"DOW INEOS BASF",""
